Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
1995,7,1.186,0.814,0.762,0.038,0.071,-0.62,-0.665,0.074,1.479,1.382,0.052,0.045,0.42,5.87,-0.886,0
1995,8,1.201,0.863,0.808,0.073,0.115,-0.577,-0.626,0.118,1.489,1.385,0.055,0.049,0.6,5.98,-0.865,0
1995,9,1.092,0.864,0.794,0.051,0.092,-0.61,-0.656,0.104,1.52,1.404,0.07,0.046,0.56,6.02,-0.917,0
1995,10,1.31,0.883,0.803,0.06,0.103,-0.597,-0.652,0.115,1.535,1.4,0.08,0.055,0.47,6.01,-0.89,0
1995,11,1.217,0.89,0.809,0.06,0.115,-0.578,-0.654,0.118,1.544,1.387,0.081,0.076,0.52,5.99,-0.968,0
1995,12,1.406,0.814,0.731,-0.013,0.047,-0.636,-0.703,0.055,1.517,1.367,0.083,0.067,0.5,6.03,-1.192,0
1996,1,1.851,0.872,0.746,0.023,0.089,-0.568,-0.676,0.098,1.548,1.314,0.126,0.108,0.48,6.15,-1.094,0
1996,2,,0.753,0.688,-0.042,0.011,-0.666,-0.723,0.015,1.476,1.354,0.065,0.057,0.48,5.95,,13
1996,3,1.315,0.738,0.654,-0.057,-0.005,-0.663,-0.732,0.003,1.47,1.317,0.084,0.069,0.57,5.82,-1.382,0
1996,4,1.537,0.89,0.788,0.063,0.114,-0.559,-0.613,0.138,1.503,1.347,0.102,0.054,0.52,5.96,-0.891,0
1996,5,1.21,0.861,0.78,0.044,0.089,-0.602,-0.647,0.107,1.508,1.382,0.081,0.045,0.56,5.97,-0.974,0
1996,6,1.154,0.852,0.788,0.049,0.094,-0.6,-0.635,0.108,1.487,1.388,0.064,0.035,0.52,5.85,-0.927,0
1996,7,1.314,0.924,0.858,0.089,0.144,-0.57,-0.623,0.15,1.547,1.428,0.066,0.053,0.55,5.85,-0.92,0
1996,8,1.276,0.871,0.825,0.058,0.103,-0.619,-0.662,0.104,1.533,1.444,0.046,0.043,0.53,5.87,-0.874,0
1996,9,1.202,0.951,0.902,0.154,0.21,-0.482,-0.527,0.212,1.478,1.384,0.049,0.045,0.56,5.79,-0.96,0
1996,10,1.384,0.92,0.852,0.128,0.177,-0.497,-0.547,0.186,1.467,1.349,0.068,0.05,0.5,5.91,-0.877,0
1996,11,1.294,0.87,0.802,0.076,0.126,-0.549,-0.587,0.141,1.457,1.351,0.068,0.038,0.6,5.95,-0.931,0
1996,12,1.43,0.905,0.82,0.097,0.152,-0.515,-0.58,0.162,1.485,1.335,0.085,0.065,0.55,6.09,-1.028,0
1997,1,1.881,0.848,0.734,0.01,0.054,-0.625,-0.718,0.065,1.566,1.359,0.114,0.093,0.56,6,-1.179,0
1997,2,1.292,0.791,0.727,-0.014,0.028,-0.671,-0.739,0.026,1.53,1.398,0.064,0.068,0.52,6.02,-1.178,0
1997,3,1.478,0.81,0.732,0.006,0.051,-0.629,-0.691,0.059,1.501,1.361,0.078,0.062,0.56,5.87,-1.337,0
1997,4,1.292,0.93,0.865,0.115,0.172,-0.52,-0.572,0.179,1.502,1.385,0.065,0.052,0.5,5.9,-0.918,0
1997,5,1.428,0.858,0.787,0.047,0.099,-0.588,-0.638,0.11,1.496,1.375,0.071,0.05,0.5,5.92,-0.976,0
1997,6,1.187,0.898,0.838,0.088,0.143,-0.551,-0.586,0.156,1.484,1.389,0.06,0.035,0.56,5.84,-0.86,0
1997,7,1.212,0.839,0.786,0.045,0.098,-0.59,-0.629,0.105,1.468,1.376,0.053,0.039,0.52,5.87,-0.938,0
1997,8,1.483,0.853,0.81,0.073,0.12,-0.57,-0.608,0.122,1.461,1.38,0.043,0.038,0.53,5.82,-0.908,0
1997,9,1.307,0.869,0.789,0.065,0.107,-0.574,-0.612,0.128,1.481,1.363,0.08,0.038,0.53,5.93,-0.931,0
1997,10,1.381,0.877,0.796,0.065,0.108,-0.58,-0.629,0.124,1.506,1.376,0.081,0.049,0.49,5.93,-0.877,0
1997,11,1.52,0.883,0.801,0.064,0.12,-0.561,-0.627,0.128,1.51,1.362,0.082,0.066,0.5,6,-1.029,0
1997,12,1.391,0.846,0.756,0.011,0.072,-0.612,-0.686,0.08,1.532,1.368,0.09,0.074,0.46,6.05,-1.146,0
1998,1,1.442,0.884,0.807,0.048,0.112,-0.582,-0.653,0.115,1.537,1.389,0.077,0.071,0.48,5.86,-1.144,0
1998,2,1.364,0.9,0.834,0.114,0.173,-0.487,-0.539,0.18,1.439,1.321,0.066,0.052,0.41,6.01,-0.808,0
1998,3,1.27,0.862,0.787,0.035,0.088,-0.61,-0.663,0.099,1.525,1.397,0.075,0.053,0.44,5.91,-1.129,0
1998,4,1.204,0.915,0.836,0.084,0.145,-0.545,-0.595,0.16,1.51,1.381,0.079,0.05,0.49,5.76,-0.966,0
1998,5,1.296,0.925,0.858,0.124,0.188,-0.482,-0.515,0.205,1.44,1.34,0.067,0.033,0.52,5.83,-0.831,0
1998,6,1.197,0.92,0.856,0.13,0.178,-0.499,-0.534,0.193,1.454,1.355,0.064,0.035,0.59,5.89,-0.767,0
1998,7,1.109,0.883,0.827,0.122,0.159,-0.509,-0.547,0.168,1.43,1.336,0.056,0.038,0.59,5.86,-0.741,0
1998,8,1.119,0.836,0.78,0.074,0.111,-0.558,-0.587,0.124,1.423,1.338,0.056,0.029,0.52,5.89,-0.866,0
1998,9,1.434,0.894,0.827,0.105,0.152,-0.522,-0.567,0.163,1.461,1.349,0.067,0.045,0.6,5.87,-0.863,0
1998,10,1.22,0.822,0.753,0.023,0.064,-0.624,-0.673,0.074,1.495,1.377,0.069,0.049,0.53,6,-1.187,0
1998,11,1.297,0.821,0.745,0.001,0.04,-0.665,-0.728,0.046,1.549,1.41,0.076,0.063,0.48,5.97,-0.993,0
1998,12,1.334,0.819,0.725,-0.035,0.008,-0.708,-0.779,0.02,1.598,1.433,0.094,0.071,0.55,6.16,-1.207,0
1999,1,1.406,0.781,0.695,-0.064,-0.003,-0.7,-0.791,-0.005,1.572,1.395,0.086,0.091,0.54,6.03,-1.309,0
1999,2,1.502,0.845,0.778,0.045,0.102,-0.573,-0.631,0.107,1.476,1.351,0.067,0.058,0.57,6,-0.893,0
1999,3,1.507,0.794,0.73,-0.023,0.032,-0.665,-0.731,0.031,1.525,1.395,0.064,0.066,0.63,5.99,-1.088,0
1999,4,1.328,0.838,0.76,0.033,0.075,-0.61,-0.646,0.096,1.484,1.37,0.078,0.036,0.56,5.95,-0.969,0
1999,5,1.244,0.837,0.758,0.032,0.078,-0.602,-0.637,0.1,1.474,1.36,0.079,0.035,0.57,5.83,-1.036,0
1999,6,1.266,0.81,0.747,0.026,0.069,-0.608,-0.641,0.084,1.451,1.355,0.063,0.033,0.56,5.85,-0.964,0
1999,7,1.225,0.85,0.798,0.079,0.116,-0.566,-0.605,0.122,1.455,1.364,0.052,0.039,0.57,5.87,-0.889,0
1999,8,1.167,0.895,0.833,0.089,0.132,-0.568,-0.612,0.141,1.507,1.401,0.062,0.044,0.52,5.87,-0.863,0
1999,9,1.384,0.901,0.835,0.086,0.132,-0.571,-0.632,0.134,1.533,1.406,0.066,0.061,0.51,5.85,-0.931,0
1999,10,1.342,0.829,0.776,0.03,0.081,-0.613,-0.676,0.076,1.505,1.389,0.053,0.063,0.54,5.89,-1.105,0
1999,11,1.312,0.801,0.725,-0.012,0.032,-0.661,-0.715,0.043,1.516,1.386,0.076,0.054,0.58,5.92,-1.056,0
1999,12,1.17,0.773,0.68,-0.047,0.007,-0.665,-0.744,0.014,1.517,1.345,0.093,0.079,0.54,6.06,-1.248,0
2000,1,1.293,0.733,0.617,-0.135,-0.067,-0.751,-0.83,-0.049,1.563,1.368,0.116,0.079,0.53,6.09,-1.208,0
2000,2,1.109,0.661,0.578,-0.137,-0.086,-0.749,-0.821,-0.08,1.482,1.327,0.083,0.072,0.53,5.98,-1.146,0
2000,3,1.041,0.741,0.686,-0.009,0.038,-0.609,-0.653,0.044,1.394,1.295,0.055,0.044,0.57,5.87,-0.895,0
2000,4,1.133,0.799,0.736,0.016,0.066,-0.603,-0.663,0.068,1.462,1.339,0.063,0.06,0.53,6.04,-1.004,0
2000,5,1.146,0.873,0.796,0.059,0.111,-0.573,-0.625,0.124,1.498,1.369,0.077,0.052,0.55,5.97,-0.969,0
2000,6,1.256,0.862,0.785,0.045,0.096,-0.592,-0.631,0.115,1.493,1.377,0.077,0.039,0.55,5.88,-0.996,0
2000,7,1.271,0.9,0.833,0.088,0.142,-0.549,-0.605,0.147,1.505,1.382,0.067,0.056,0.56,6.05,-0.912,0
2000,8,1.249,0.861,0.809,0.059,0.106,-0.596,-0.645,0.108,1.506,1.405,0.052,0.049,0.56,5.83,-0.908,0
2000,9,1.26,0.847,0.786,0.058,0.096,-0.593,-0.636,0.105,1.483,1.379,0.061,0.043,0.54,5.92,-0.899,0
2000,10,1.067,0.79,0.72,0.007,0.053,-0.614,-0.673,0.058,1.463,1.334,0.07,0.059,0.54,6.05,-0.945,0
2000,11,1.203,0.838,0.77,0.053,0.102,-0.566,-0.612,0.113,1.45,1.336,0.068,0.046,0.51,5.92,-0.953,0
2000,12,1.655,0.733,0.614,-0.099,-0.056,-0.726,-0.821,-0.044,1.554,1.34,0.119,0.095,0.52,6.02,-1.451,0
2001,1,1.223,0.744,0.671,-0.034,0.018,-0.634,-0.691,0.026,1.435,1.305,0.073,0.057,0.49,5.87,-1.032,0
2001,2,1.156,0.692,0.608,-0.126,-0.079,-0.766,-0.838,-0.073,1.53,1.374,0.084,0.072,0.51,6.04,-1.539,0
2001,3,1.318,0.786,0.724,0.011,0.058,-0.607,-0.664,0.061,1.45,1.331,0.062,0.057,0.52,5.92,-1.183,0
2001,4,1.169,0.767,0.707,-0.006,0.035,-0.637,-0.678,0.044,1.445,1.344,0.06,0.041,0.48,5.86,-0.954,0
2001,5,1.089,0.815,0.75,0.021,0.079,-0.591,-0.627,0.094,1.442,1.341,0.065,0.036,0.5,5.92,-0.958,0
2001,6,1.184,0.849,0.781,0.052,0.099,-0.582,-0.614,0.117,1.463,1.363,0.068,0.032,0.56,5.82,-0.872,0
2001,7,1.19,0.854,0.785,0.073,0.116,-0.553,-0.59,0.132,1.444,1.338,0.069,0.037,0.62,5.92,-0.84,0
2001,8,1.229,0.82,0.772,0.071,0.107,-0.558,-0.596,0.112,1.416,1.33,0.048,0.038,0.61,5.9,-0.932,0
2001,9,1.247,0.856,0.793,0.095,0.129,-0.535,-0.578,0.139,1.434,1.328,0.063,0.043,0.56,5.93,-0.885,0
2001,10,1.406,0.806,0.74,0.047,0.075,-0.589,-0.634,0.086,1.44,1.329,0.066,0.045,0.54,5.95,-1.066,0
2001,11,1.105,0.771,0.698,-0.005,0.033,-0.631,-0.676,0.047,1.447,1.329,0.073,0.045,0.54,6,-0.97,0
2001,12,1.044,0.789,0.723,-0.001,0.041,-0.641,-0.695,0.047,1.484,1.364,0.066,0.054,0.47,6,-1.036,0
2002,1,1.327,0.767,0.663,-0.079,-0.03,-0.723,-0.797,-0.015,1.564,1.386,0.104,0.074,0.45,5.94,-1.403,0
2002,2,1.23,0.771,0.709,0.006,0.045,-0.619,-0.68,0.045,1.451,1.328,0.062,0.061,0.49,5.96,-1.166,0
2002,3,1.254,0.68,0.624,-0.109,-0.074,-0.771,-0.83,-0.075,1.51,1.395,0.056,0.059,0.52,5.86,-1.279,0
2002,4,1.343,0.744,0.68,-0.04,0.003,-0.673,-0.715,0.014,1.459,1.353,0.064,0.042,0.5,5.93,-1.371,0
2002,5,1.18,0.814,0.714,-0.014,0.034,-0.645,-0.698,0.058,1.512,1.359,0.1,0.053,0.42,5.79,-0.948,0
2002,6,1.017,0.794,0.728,0.037,0.079,-0.569,-0.596,0.099,1.39,1.297,0.066,0.027,0.53,5.88,-0.877,0
2002,7,1.059,0.796,0.731,0.05,0.08,-0.571,-0.602,0.097,1.398,1.302,0.065,0.031,0.57,5.94,-0.796,0
2002,8,1.064,0.8,0.732,0.051,0.083,-0.565,-0.605,0.097,1.405,1.297,0.068,0.04,0.47,5.86,-0.872,0
2002,9,1.27,0.859,0.769,0.074,0.104,-0.561,-0.6,0.129,1.459,1.33,0.09,0.039,0.49,5.92,-0.961,0
2002,10,1.382,0.861,0.777,0.07,0.107,-0.562,-0.622,0.119,1.483,1.339,0.084,0.06,0.45,6.19,-1.084,0
2002,11,1.512,0.82,0.709,-0.007,0.029,-0.65,-0.704,0.058,1.524,1.359,0.111,0.054,0.5,5.98,-1.18,0
2002,12,1.184,0.836,0.718,-0.02,0.027,-0.664,-0.745,0.045,1.581,1.382,0.118,0.081,0.54,6.16,-1.233,0
2003,1,1.212,0.718,0.626,-0.098,-0.041,-0.707,-0.792,-0.037,1.51,1.333,0.092,0.085,0.49,5.94,-1.39,0
2003,2,1.18,0.639,0.537,-0.17,-0.122,-0.78,-0.856,-0.109,1.495,1.317,0.102,0.076,0.4,6.01,-1.209,0
2003,3,1.188,0.75,0.681,-0.02,0.024,-0.632,-0.689,0.03,1.439,1.313,0.069,0.057,0.4,5.92,-0.961,0
2003,4,1.185,0.768,0.689,-0.005,0.033,-0.623,-0.667,0.05,1.435,1.312,0.079,0.044,0.5,5.84,-1.088,0
2003,5,1.174,0.809,0.727,0.028,0.073,-0.58,-0.61,0.099,1.419,1.307,0.082,0.03,0.45,5.82,-1.002,0
2003,6,1.261,0.846,0.777,0.087,0.133,-0.51,-0.536,0.155,1.382,1.287,0.069,0.026,0.4,5.8,-0.782,0
2003,7,1.164,0.831,0.768,0.087,0.115,-0.538,-0.564,0.133,1.395,1.306,0.063,0.026,0.42,5.85,-0.726,0
2003,8,1.102,0.856,0.796,0.09,0.119,-0.557,-0.597,0.129,1.453,1.353,0.06,0.04,0.42,5.82,-0.821,0
2003,9,1.381,0.877,0.807,0.108,0.142,-0.523,-0.565,0.156,1.442,1.33,0.07,0.042,0.36,5.88,-0.798,0
2003,10,1.632,0.874,0.777,0.06,0.108,-0.56,-0.62,0.127,1.494,1.337,0.097,0.06,0.38,5.99,-0.946,0
2003,11,1.379,0.803,0.728,0.017,0.066,-0.595,-0.642,0.08,1.445,1.323,0.075,0.047,0.46,5.95,-1.039,0
2003,12,1.36,0.808,0.689,0,0.034,-0.621,-0.72,0.044,1.528,1.31,0.119,0.099,0.39,5.97,-1.226,0
2004,1,1.187,0.654,0.571,-0.06,-0.019,-0.609,-0.673,-0.01,1.327,1.18,0.083,0.064,0.44,6,-1.034,0
2004,2,1.179,0.653,0.577,-0.101,-0.067,-0.711,-0.776,-0.062,1.429,1.288,0.076,0.065,0.47,5.88,-1.086,0
2004,3,1.161,0.674,0.603,-0.062,-0.023,-0.649,-0.706,-0.016,1.38,1.252,0.071,0.057,0.39,5.81,-1.063,0
2004,4,1.086,0.713,0.636,-0.03,-0.003,-0.641,-0.684,0.014,1.397,1.277,0.077,0.043,0.39,5.91,-1.001,0
2004,5,1.187,0.774,0.695,0.004,0.032,-0.63,-0.67,0.052,1.444,1.325,0.079,0.04,0.47,5.82,-1.024,0
2004,6,1.247,0.84,0.758,0.046,0.09,-0.578,-0.608,0.116,1.448,1.336,0.082,0.03,0.42,5.8,-0.854,0
2004,7,1.164,0.842,0.77,0.058,0.099,-0.571,-0.615,0.113,1.457,1.341,0.072,0.044,0.44,5.72,-0.828,0
2004,8,1.168,0.844,0.782,0.063,0.107,-0.568,-0.613,0.115,1.457,1.35,0.062,0.045,0.42,5.8,-0.844,0
2004,9,1.251,0.838,0.766,0.07,0.103,-0.559,-0.599,0.119,1.437,1.325,0.072,0.04,0.5,5.95,-0.854,0
2004,10,1.21,0.891,0.829,0.139,0.175,-0.478,-0.52,0.185,1.411,1.307,0.062,0.042,0.42,6.02,-0.783,0
2004,11,1.164,0.829,0.729,0.049,0.084,-0.56,-0.625,0.102,1.454,1.289,0.1,0.065,0.44,5.9,-0.975,0
2004,12,1.355,0.818,0.709,0.021,0.063,-0.583,-0.648,0.085,1.466,1.292,0.109,0.065,0.39,6.07,-0.921,0
2005,1,1.272,0.802,0.693,0.008,0.059,-0.575,-0.656,0.073,1.458,1.268,0.109,0.081,0.43,5.86,-1.081,0
2005,2,1.378,0.797,0.716,0.017,0.07,-0.575,-0.638,0.079,1.435,1.291,0.081,0.063,0.4,5.93,-1.018,0
2005,3,1.18,0.801,0.727,0.046,0.088,-0.551,-0.625,0.088,1.426,1.278,0.074,0.074,0.4,5.75,-1.387,0
2005,4,1.615,0.906,0.824,0.135,0.185,-0.454,-0.499,0.203,1.405,1.278,0.082,0.045,0.38,5.78,-0.844,0
2005,5,1.374,0.9,0.825,0.123,0.188,-0.448,-0.5,0.2,1.4,1.273,0.075,0.052,0.44,5.71,-0.786,0
2005,6,1.22,0.904,0.826,0.127,0.173,-0.479,-0.505,0.199,1.409,1.305,0.078,0.026,0.46,5.78,-0.746,0
2005,7,1.277,0.856,0.794,0.111,0.152,-0.489,-0.525,0.165,1.381,1.283,0.062,0.036,0.52,5.79,-0.78,0
2005,8,1.328,0.828,0.772,0.106,0.14,-0.491,-0.532,0.148,1.36,1.263,0.056,0.041,0.53,5.76,-0.777,0
2005,9,1.244,0.778,0.728,0.08,0.104,-0.519,-0.568,0.105,1.346,1.247,0.05,0.049,0.45,5.8,-0.856,0
2005,10,1.284,0.852,0.777,0.11,0.145,-0.486,-0.533,0.159,1.385,1.263,0.075,0.047,0.48,5.92,-1.012,0
2005,11,1.117,0.81,0.732,0.066,0.102,-0.528,-0.603,0.103,1.413,1.26,0.078,0.075,0.44,5.84,-0.92,0
2005,12,1.328,0.8,0.696,-0.014,0.045,-0.606,-0.692,0.054,1.492,1.302,0.104,0.086,0.44,5.79,-1.086,0
2006,1,1.475,0.826,0.729,0.018,0.063,-0.602,-0.68,0.073,1.506,1.331,0.097,0.078,0.46,5.9,-1.029,0
2006,2,1.402,0.77,0.66,-0.01,0.036,-0.587,-0.669,0.05,1.439,1.247,0.11,0.082,0.46,5.98,-1.077,0
2006,3,1.175,0.755,0.69,-0.018,0.024,-0.642,-0.689,0.033,1.444,1.332,0.065,0.047,0.38,5.74,-0.988,0
2006,4,1.202,0.794,0.699,0.015,0.054,-0.59,-0.625,0.084,1.419,1.289,0.095,0.035,0.39,5.85,-0.941,0
2006,5,1.199,0.869,0.781,0.096,0.155,-0.471,-0.507,0.181,1.376,1.252,0.088,0.036,0.39,5.73,-0.712,0
2006,6,1.014,0.861,0.782,0.112,0.159,-0.463,-0.491,0.185,1.352,1.245,0.079,0.028,0.48,5.78,-0.644,0
2006,7,1.153,0.846,0.764,0.111,0.138,-0.487,-0.534,0.156,1.38,1.251,0.082,0.047,0.52,5.79,-0.733,0
2006,8,1.16,0.843,0.768,0.109,0.138,-0.491,-0.533,0.155,1.376,1.259,0.075,0.042,0.47,5.78,-0.862,0
2006,9,1.281,0.881,0.802,0.129,0.164,-0.474,-0.522,0.179,1.403,1.276,0.079,0.048,0.45,5.79,-0.915,0
2006,10,1.822,0.943,0.812,0.118,0.166,-0.48,-0.545,0.199,1.488,1.292,0.131,0.065,0.41,6.08,-0.931,0
2006,11,1.193,0.847,0.776,0.079,0.139,-0.498,-0.542,0.152,1.389,1.274,0.071,0.044,0.42,5.71,-1.004,0
2006,12,1.183,0.772,0.689,-0.029,0.024,-0.641,-0.715,0.028,1.487,1.33,0.083,0.074,0.43,5.99,-1.075,0
2007,1,1.041,0.731,0.643,-0.041,0.006,-0.631,-0.704,0.013,1.435,1.274,0.088,0.073,0.35,6.02,-1.244,0
2007,2,1.146,0.662,0.559,-0.134,-0.09,-0.739,-0.817,-0.078,1.479,1.298,0.103,0.078,0.37,5.79,-1.279,0
2007,3,1.35,0.612,0.542,-0.127,-0.089,-0.719,-0.798,-0.093,1.41,1.261,0.07,0.079,0.38,5.83,-1.362,0
2007,4,2.031,0.856,0.742,0.055,0.105,-0.532,-0.597,0.129,1.453,1.274,0.114,0.065,0.44,5.81,-0.911,0
2007,5,1.21,0.748,0.665,-0.01,0.038,-0.588,-0.621,0.063,1.369,1.253,0.083,0.033,0.47,5.82,-0.87,0
2007,6,1.226,0.857,0.786,0.106,0.156,-0.473,-0.518,0.169,1.375,1.259,0.071,0.045,0.41,5.77,-0.711,0
2007,7,1.098,0.83,0.764,0.092,0.131,-0.501,-0.539,0.145,1.369,1.265,0.066,0.038,0.42,5.7,-0.704,0
2007,8,1.142,0.851,0.784,0.091,0.128,-0.527,-0.575,0.138,1.426,1.311,0.067,0.048,0.41,5.68,-0.838,0
2007,9,1.387,0.824,0.753,0.051,0.084,-0.584,-0.637,0.093,1.461,1.337,0.071,0.053,0.35,5.8,-0.903,0
2007,10,1.33,0.864,0.787,0.106,0.14,-0.507,-0.562,0.151,1.426,1.294,0.077,0.055,0.37,5.71,-0.93,0
2007,11,1.197,0.798,0.72,0.02,0.072,-0.575,-0.644,0.077,1.442,1.295,0.078,0.069,0.38,5.95,-1.079,0
2007,12,1.4,0.764,0.648,-0.039,0.005,-0.638,-0.711,0.026,1.475,1.286,0.116,0.073,0.35,6.01,-1.113,0
2008,1,1.06,0.741,0.644,-0.026,0.012,-0.619,-0.7,0.02,1.441,1.263,0.097,0.081,0.51,5.92,-1.111,0
2008,2,1.135,0.747,0.648,-0.028,0.005,-0.638,-0.71,0.018,1.457,1.286,0.099,0.072,0.48,5.98,-1.2,0
2008,3,1.453,0.748,0.65,-0.01,0.025,-0.599,-0.672,0.038,1.42,1.249,0.098,0.073,0.45,5.77,-1.395,0
2008,4,1.161,0.787,0.701,0.023,0.065,-0.57,-0.624,0.081,1.411,1.271,0.086,0.054,0.34,5.81,-1.013,0
